Name,Series,Short Description,Category,Gender,Magic,Memetic,Might,Mind,Motion,Moxie,Mutation,Myth,Stats,Rank,Growth Type,Growth Rate,Restock,Return,Gift,NSFW
Salt Distillation,Generic,Confers extra skill at distilling salt from any water source.,Skill,N/A,F,F,F,E,F,F,F,F,1,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Salt Detection,Generic,Enhanced ability to detect human edible salts.,Passive,N/A,F,F,F,E,F,F,F,F,1,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Mental Compass,Generic,You can imagine a mental compass. It works like a physical compass.,Ability,N/A,F,F,F,D,F,F,F,F,5,E,N/A,N/A,N/A,N/A,FALSE,FALSE
Mystic Eyes of Depth Perception,Generic,Gain supernatural awareness of the depth and relative location of objects,Ability,N/A,E,F,F,F,F,F,F,F,1,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Normal Cat,Generic,Man's Other Best Friend. Summons one cat of preference and compatibility to be your roommate.,Familiar,Other,F,F,F,F,F,F,F,F,0,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Daisy,DOOM,Doom Slayer's pet rabbit. Just a normal brown rabbit. Very cute! With this Sacred Treasure...,Familiar,Other,F,E,F,F,F,F,F,F,1,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Echidna,Generic,"One normal echidna. Kinda cute, if a little prickly.",Familiar,Other,F,F,F,F,F,F,F,F,0,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Dunce Cap,Generic,One generic dunce cap. Good for shaming people.,Wearable,N/A,F,E,F,F,F,F,F,F,1,F,N/A,N/A,N/A,N/A,TRUE,FALSE
Evil Ring,Generic,An iron ring bearing malice. Cannot communicate or otherwise express its evil.,Wearable,N/A,E,F,F,F,F,F,F,F,1,F,N/A,N/A,N/A,N/A,TRUE,FALSE
Shrimp Fried Rice,Generic,A plate of excellent fried rice... made by a shrimp.,Consumable,N/A,F,F,F,F,F,F,F,F,0,F,N/A,N/A,N/A,N/A,TRUE,FALSE
Jason Voorhees' Hockey Mask,Friday the 13th,"Jason's smelly, gross, dirty mask. Ew.",Wearable,N/A,F,D,F,F,F,F,F,F,5,E,N/A,N/A,N/A,N/A,TRUE,FALSE
The Table,Code Geass,The table from Ashford High School that Nina Einstein... used.,Novelty,N/A,F,F,F,F,F,F,F,F,0,F,N/A,N/A,N/A,N/A,TRUE,TRUE
Backflip,Generic,"Gives you the skill, knowledge, and theoretically the ability to frontflip. Does not confer skills at backflipping.",Skill,N/A,F,F,F,F,E,E,F,F,2,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Frontflip,Generic,"Gives you the skill, knowledge, and theoretically the ability to backflip. Does not confer skills at frontflipping.",Skill,N/A,F,F,F,F,E,E,F,F,2,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Dapping,Generic,You're a master of dapping someone up. Every dap is now crisp and loud.,Skill,N/A,F,E,F,F,F,F,F,F,1,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Poisonous Flesh,Generic,"Your flesh becomes mildly poisonous, though not lethal.",Passive,N/A,F,F,F,F,F,F,E,F,1,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Minty Breath,Generic,You no longer have bad breath and your breath will always be minty no matter what.,Passive,N/A,F,F,F,F,F,E,E,F,2,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Garlic Infused Blood,Generic,Your blood is now naturally garlic infused. No more vampire bites.,Passive,N/A,F,F,F,F,F,F,E,F,1,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Big-ass Rat,Generic,A forearm sized rat (not including tail). Otherwise normal aside from its size.,Familiar,Other,F,F,F,F,F,F,F,F,0,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Skeleton,Generic,A real skeleton.,Novelty,N/A,F,F,F,F,F,F,F,F,0,F,N/A,N/A,N/A,N/A,TRUE,FALSE
Bold & Brash,Generic,Squidward's famous painting.,Novelty,N/A,F,E,F,F,F,F,F,F,1,F,N/A,N/A,N/A,N/A,TRUE,FALSE
Metal Gear,Generic,"An actual, real metal gear roughly 3 inches in diameter.",Novelty,N/A,F,F,E,F,F,F,F,F,1,F,N/A,N/A,N/A,N/A,TRUE,FALSE
Thirty Dollars,Generic,"Thirty USD, or equivalent in local currency.",Novelty,N/A,F,F,F,F,F,F,F,F,0,F,N/A,N/A,N/A,N/A,TRUE,FALSE
Surströmming,Generic,1 can of fermented Baltic Sea Herring. Smells awful. Tastes bad.,Consumable,N/A,F,E,F,F,F,F,F,E,2,F,N/A,N/A,1/2hr,N/A,TRUE,FALSE
Dramatic Tumbleweed,Generic,A tumbleweed always rolls past during tense moments and standoffs. Disappears once unobserved.,World,N/A,F,E,F,F,F,F,F,F,1,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Magical Girl Transformation,Generic,All of your transformations now work like Magical Girl Transformations. Sparkles and ribbons included.,Passive,N/A,E,E,F,F,F,F,F,E,3,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Pocket Sand,Generic,"Create and throw sand from your hands. Shout ""Pocket Sand!"" for more sand and extra blinding.",Ability,N/A,E,E,F,F,F,F,F,E,3,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Flashlight,Generic,"You can emit light from your hands, like a pretty decent flashlight.",Ability,N/A,E,F,F,F,F,F,F,F,1,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Sticky Skin,Generic,"Your skin is weirdly sticky, like you've been covered in glue or soda. You don't notice, personally.",Passive,N/A,F,F,F,F,F,F,F,F,0,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Shark,Generic,One normal shark of preference. Only summonable in water. Above average intelligence for a shark.,Familiar,Other,F,F,E,E,E,E,F,F,4,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Crow of Judgement,Generic,A very judgemental crow. Good judge of character. Otherwise normal.,Familiar,Other,F,E,F,F,E,F,F,F,2,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Normal Raccoon,Generic,One singular regular-ass raccoon. Good for digging through trash.,Familiar,Other,F,F,F,F,F,F,F,F,0,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Skeleton in the Closet,Generic,A real skeleton. Comes in its own closet.,Novelty,N/A,F,F,F,F,F,F,F,F,0,F,N/A,N/A,N/A,N/A,TRUE,FALSE
Extremely Loud Metal Pipe,Generic,An ordinary aluminum pipe that clangs really loud when dropped. Might damage hearing in proximity.,Novelty,N/A,F,D,F,F,F,F,F,E,6,E,N/A,N/A,N/A,N/A,TRUE,FALSE
Throat GOAT,Generic,"You no longer have a gag reflex, and your throat remains perfectly lubed at all times.",Passive,N/A,F,F,F,F,F,E,E,F,2,F,N/A,N/A,N/A,N/A,FALSE,TRUE
Sweat,Generic,"Sweat on command, anything from stopping sweating to sweating supernaturally hard to cool down.",Ability,N/A,E,F,F,F,F,F,E,F,2,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Rodent of Unusual Size,Princess Bride,A large rat capable of mauling a man to death on its own.,Familiar,Other,F,F,E,F,E,F,F,E,3,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Hubert Jura Hound,Generic,One singular regular Bloodhound. Good for smelling things.,Familiar,Other,F,F,F,F,F,F,F,F,0,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Tanuki,Generic,"The actual animal, not the youkai. One singular raccoon-dog.",Familiar,Other,F,F,F,F,F,E,F,F,1,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Five. Hundred. Cigarettes.,The Orville,500 non-branded cigarettes.,Consumable,N/A,F,E,F,F,F,F,F,F,1,F,N/A,N/A,N/A,N/A,TRUE,FALSE
2008 Menu #4 Cheese and Veggie Omelette,Generic,The Vomelette MRE. Tastes bad. Still edible.,Consumable,N/A,F,F,F,F,F,F,F,F,0,F,N/A,N/A,1/2hr,N/A,TRUE,FALSE
Soylent Green,Soylent Green,1 tin of Soylent Green nutrient wafers. Might be made of people. Or plankton.,Consumable,N/A,F,F,F,F,F,F,F,F,0,F,N/A,N/A,1hr,N/A,TRUE,FALSE
Very Heavy Rock,Generic,A head sized rock always just slightly heavier than can be lifted.,Novelty,N/A,E,F,E,F,F,F,F,F,2,F,N/A,N/A,N/A,24hr,TRUE,FALSE
Loud Ring of Invisibility,Generic,A wooden ring that makes the wearer invisible. It also screams alarming phrases while invisible.,Wearable,N/A,E,F,F,F,F,F,F,F,1,F,N/A,N/A,N/A,Manual,TRUE,FALSE
One Day Blinding Stew,Generic,"A hot, spicy, nutritious stew that renders the consumer blind for 24 hours",Consumable,N/A,E,E,F,F,F,F,F,F,2,F,N/A,N/A,12hr,N/A,TRUE,FALSE
Horse Electrolytes,Generic,A 1 gallon container of powdered horse electrolytes. Why.,Consumable,N/A,F,E,F,F,F,F,F,F,1,F,N/A,N/A,1hr,N/A,TRUE,FALSE
Apple,Generic,One singular apple. Repels doctors within 25 meters of you on consumption.,Consumable,N/A,F,D,F,F,F,F,F,F,5,E,N/A,N/A,N/A,N/A,FALSE,FALSE
Digestive Expulsion Independence,Generic,You no longer produce urine or feces. Don't ask where it goes.,Passive,N/A,E,F,F,F,F,F,E,F,2,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Scenic Wind,Generic,"The wind will always make you look majestic and cool, even when it otherwise shouldn't. Works indoors.",World,N/A,E,E,F,F,F,E,F,F,3,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Cool,Generic,Cool items through touch. Only strong enough to cool drinks or keep ice cream from melting and whatnot.,Ability,N/A,E,F,F,F,F,F,F,F,1,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Cottonmouth,Generic,"One fairly strong, fairly smart cottonmouth snake. Doesn't do anything special.",Familiar,Other,F,F,F,E,F,E,F,F,2,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Butter Passing Robot,Rick and Morty,"A small robot whose only purpose is to pass butter. Could also pull levers, I guess.",Familiar,Other,F,F,F,F,F,F,F,F,0,F,Tinker,Slow,N/A,N/A,TRUE,FALSE
Dry,Generic,Allows you to dry an object of moisture it wouldn't normally have via touch.,Ability,N/A,E,F,F,F,F,F,F,F,1,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Water Bubbles,Generic,Allows you to make harmless bubbles from your body at will.,Ability,N/A,E,F,F,F,F,F,F,F,1,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Induce Baldness,Generic,"You can make targets bald by touching them, either instantly or over time.",Ability,N/A,E,F,F,F,F,E,F,E,3,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Fake Weapon,Generic,You can make illusory weapons to intimidate people.,Ability,N/A,E,E,F,F,F,F,F,E,3,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Four Dark Devas of Destruction,Danganronpa,Four very weird hamsters that are surprisingly well trained.,Familiar,Other,F,F,F,F,F,F,F,F,0,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Dread Helm,Dungeons and Dragons,A black metal helmet. Fairly durable. Eyes glow red for intimidation.,Wearable,N/A,E,D,F,F,F,E,F,E,8,E,N/A,N/A,N/A,24hr,TRUE,FALSE
The Straw Hat,One Piece,Gol D. Roger's straw hat. Lots of sentimental value. Not much else.,Wearable,N/A,F,F,F,F,F,E,F,D,6,E,N/A,N/A,N/A,Manual,TRUE,FALSE
Glock 19,Generic,"One Glock 19, with magazine. Magazines restock.",Arsenal,N/A,F,F,F,F,F,F,F,F,0,F,N/A,N/A,24hr,N/A,FALSE,FALSE
Dampen,Generic,"You can make anything you touch pretty damp, but not soaked.",Ability,N/A,E,F,F,F,F,E,F,F,2,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Small Object Attraction,My Hero Academia,Slowly draw small objects toward yourself within line of sight.,Ability,N/A,E,F,F,F,F,F,F,F,1,F,Train,Snail,N/A,N/A,FALSE,FALSE
Thermal Vision,Generic,Swap to perfect thermal vision and see heat signatures. Does not impair normal vision.,Ability,N/A,E,F,F,E,F,F,E,F,3,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Companion Crow,Generic,"A very smart and loyal crow. Physically normal, mentally human-level intelligence.",Familiar,Female,E,F,F,E,E,E,F,F,4,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Cloak of Billowing,Dungeons and Dragons,"A fancy, embroidered red cloak that billows majestically without wind.",Wearable,N/A,E,E,F,F,F,E,F,F,3,F,N/A,N/A,N/A,N/A,TRUE,FALSE
Jarate Training Kit,Team Fortress 2,"Infinite supply of kidney enlarging pills, plus a training manual for using jarate in combat.",Consumable,N/A,E,E,F,F,F,F,D,E,8,E,N/A,N/A,N/A,N/A,TRUE,FALSE
Kitchen Gun,Generic,"A gun that cleans dirty appliances, countertops, and furniture by pulling the trigger. Might leave bullet holes. ",Arsenal,N/A,E,F,E,F,F,F,F,F,2,F,N/A,N/A,N/A,N/A,TRUE,FALSE
Calligraphy,Generic,"The skill of writing really fast while maintaining aesthetic appeal, in multiple styles.",Skill,N/A,F,F,F,E,F,E,F,F,2,F,Train,Slow,N/A,N/A,FALSE,FALSE
Sign Language,Generic,"The skill of communicating with your hands. Works for local sign language, about as well as your native language.",Skill,N/A,E,F,F,E,F,E,F,F,3,F,Train,Slow,N/A,N/A,FALSE,FALSE
Deus Egg Machina,Generic,You can always find a chicken egg during opportune moments.,Passive,N/A,E,F,F,F,F,E,F,F,2,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Comfortable,Generic,You're always comfortable in your own body. Your physical features do not hamper your daily life or mobility. Does not cure gender dysphoria. Sorry.,Passive,N/A,E,F,F,F,E,F,F,F,2,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Louden,Generic,Increase noises around you to obnoxious levels without causing physical damage.,Ability,N/A,E,E,F,F,F,E,F,F,3,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Forecasting,Generic,Accurately tell the weather in a given area up to a week ahead of time.,Ability,N/A,E,F,F,E,F,F,F,F,2,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Bear Manipulation,Generic,Control all bears in a 50 meter radius,Ability,N/A,D,F,F,E,F,E,F,F,7,E,N/A,N/A,N/A,N/A,FALSE,FALSE
Pepsi Man,Pepsi Commercials,Summon a superhuman chrome and blue faceless being whose only purpose is to give everyone a can of Pepsi and then leave.,Familiar,Male,D,E,E,E,C,E,F,E,20,D,N/A,N/A,N/A,N/A,FALSE,FALSE
Evil and Intimidating Horse,Generic,A regular horse who is intimidating and evil.,Familiar,Other,F,D,E,E,E,E,F,E,10,D,N/A,N/A,N/A,N/A,FALSE,FALSE
All Purpose Tool,Dungeons and Dragons,"A screwdriver that shifts into any non-powered hand tool. Hammers, chisels, etc.",Arsenal,N/A,E,F,E,F,F,F,F,F,2,F,N/A,N/A,N/A,24hr,TRUE,FALSE
Leather Bag of Holding,Dungeons and Dragons,A leather bag that can carry a thousand pounds worth of weight inside of it. The user always knows instinctively how to pull out what they want.,Wearable,N/A,C,F,F,E,F,F,F,F,11,D,N/A,N/A,N/A,Manual,TRUE,FALSE
Drunk Driver,Generic,"The more drunk you are, the better you are at driving.",Passive,N/A,E,F,F,E,E,E,F,F,4,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Ceaseless Discharge,Generic,"Your cum refills instantly, and you have higher volume ejaculations.",Passive,N/A,E,F,F,F,F,E,E,F,3,F,N/A,N/A,N/A,N/A,FALSE,TRUE
Fangs,Generic,Allows you to turn your teeth into sharp and durable fangs at will.,Ability,N/A,E,F,E,F,F,E,E,F,4,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Gills,Generic,You have gills. They only work underwater. Obviously.,Passive,N/A,E,F,F,F,F,F,E,F,2,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Solehole,Generic,A silicone harness that lets you tie your feet together to approximate an onahole. Kinky.,Novelty,N/A,F,E,F,F,F,E,F,E,3,F,N/A,N/A,N/A,Manual,TRUE,TRUE
Clussy Fever,Generic,"It is easier to attract, befriend, and seduce silly girls, jesters, clowns, and other funny ha-ha people of all professions.",Passive,N/A,E,F,F,F,F,E,F,E,3,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Clussy Brigade,Generic,"Summon weirdly sexy clown girls with weirdly sexy gags. Starts with five, increases over time. Beware the clown car.",Familiar,Female,E,E,E,E,E,E,E,E,8,E,Time,Slow,N/A,N/A,FALSE,TRUE
More Eyes,Generic,Manifest more eyes anywhere on your body. Does not disorientate you.,Ability,N/A,E,E,F,E,F,F,E,E,5,E,N/A,N/A,N/A,N/A,FALSE,FALSE
Slip In,Generic,You can pass your body through any opening wider than 5 cm in diameter.,Passive,N/A,E,F,F,F,E,F,D,F,7,E,N/A,N/A,N/A,N/A,FALSE,FALSE
Sex Manipulation,Generic,"Alter your genitals to whatever shape, size, and configuration you like. Does not allow hyper sized genitals. Sorry.",Ability,N/A,E,F,F,F,F,F,E,F,2,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Trash Eater,Generic,"A gray, 1 meter-ish slime that acts like an infinite trashcans. Obeys orders. Can't eat living beings.",Familiar,Other,E,F,E,F,F,F,E,F,3,F,N/A,N/A,N/A,N/A,TRUE,FALSE
Immortal Snail,Generic,A completely immortal snail. Utterly unkillable no matter what.,Familiar,Other,E,F,F,F,F,F,E,E,3,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Wooper,Pokemon,A derpy lil water creature. Learns four moves at a time from the standard move pool. Trainable. Can evolve with enough training.,Familiar,Other,D,E,D,E,D,E,D,E,24,D,Train,Medium,N/A,N/A,FALSE,FALSE
Brown Bear,Generic,One standard Brown Bear. Strong for its species and smart as a human. Female default.,Familiar,Female,F,F,D,E,D,E,E,F,13,D,Train,Slow,N/A,N/A,FALSE,FALSE
B-1 Battle Droid,Star Wars,One singular B-1 Battle Droid with blaster. Not very smart. Still lethal in the absence of clones or Jedi.,Familiar,Other,F,E,E,E,E,E,F,F,5,E,Tinker,Slow,N/A,N/A,TRUE,FALSE
Yellow Chocobo,Final Fantasy,A breeding pair of chocobo. Fiercely intelligent and loyal. Great mount. Long endurance.,Familiar,Other,E,F,D,E,D,E,F,E,14,D,Train,Slow,N/A,N/A,FALSE,FALSE
Bussy Fever,Generic,"You now attract, befriend, and seduce feminine men more easily. A fair amount of them may or may not be trans women. Some of them are just fruity and gay.",Passive,N/A,E,F,F,F,F,E,F,E,3,F,N/A,N/A,N/A,N/A,FALSE,FALSE
Femboy'd!,Generic,Congratulations! You're a femboy now. Sorry if you get gender dysphoria from this. Whoops!,Race,Male,E,F,F,F,F,E,F,F,2,F,N/A,N/A,N/A,N/A,FALSE,TRUE
Clussy'd!,Generic,Congratulations! You're a clown girl now. Sorry if you get gender dysphoria from this. Whoops!,Race,Female,E,F,F,F,F,E,F,F,2,F,N/A,N/A,N/A,N/A,FALSE,TRUE
Goth'd!,Generic,"Congratulations! You're a hot goth now. Surprisingly, doesn't change your outward sex.",Race,Other,E,F,F,F,F,E,F,F,2,F,N/A,N/A,N/A,N/A,FALSE,TRUE
Bimbo'd!,Generic,Congratulations! You're a bimbo now. Sorry if you get gender dysphoria from this. Whoops!,Race,Female,E,F,F,F,F,E,F,F,2,F,N/A,N/A,N/A,N/A,FALSE,TRUE
Tomboy'd!,Generic,Congratulations! You're a tomboy now. Sorry if you get gender dysphoria from this. Whoops!,Race,Female,E,F,F,F,F,E,F,F,2,F,N/A,N/A,N/A,N/A,FALSE,TRUE
Nick O' Teen,DC Comics,A supervillain whose only job is to give everyone in an area a carton of cigarettes before fucking off.,Familiar,Male,E,E,E,E,E,E,E,E,8,E,N/A,N/A,24hr,N/A,FALSE,FALSE
Doyen's Hair Cream,HunterxHunter,A tub of cream that permanently grows luxurious hair where applied. Wear gloves. Be careful.,Consumable,N/A,E,F,F,F,F,E,E,F,3,F,N/A,N/A,1wk,N/A,TRUE,FALSE
Descendant of the Dauntless Witch,The Witch and the Beast,"You are now a Witch, and decendant of the Dauntless Witch Quena Velvette. You will live, unchanging, for eactly two hundred years, and have innate knowledge of how to manifest and manipulate swords, from daggers to mountain breakers. In addition, you have deep knowledge of how to manipulate and seal magical weaponry.",Race,N/A,B,F,D,F,F,F,F,F,55,C,N/A,N/A,N/A,N/A,FALSE,FALSE
Gold Ring Gift,Generic,A gold ring you can gift to a loved one. Customizable patterns on demand. Does not contain gems.,Wearable,N/A,F,F,F,F,F,E,F,E,2,F,N/A,N/A,N/A,N/A,TRUE,FALSE
Omni Gacha Promotional Shirt,Generic,"""I rolled a ticket and all I got was this lousy shirt""",Wearable,N/A,F,F,F,F,F,F,F,F,0,F,N/A,N/A,N/A,Auto,FALSE,FALSE
Fairy Dust,Peter Pan,"A pouch of freshly shaken Fairy Dust. Has enough powder to make 5 men float for 1 hour, or 1 man float for 5 hours.",Consumable,N/A,D,F,F,F,D,F,F,E,11,D,N/A,N/A,24hr,N/A,FALSE,FALSE
Birds Eyes View,Generic,"You can manifest some form of bird, and can link yourself to their eyes and ears. What they see, you see, what they hear, you hear. As long as you're looking. The birds being destroyed does not harm you.",Ability,N/A,C,F,F,F,E,F,F,F,11,D,N/A,N/A,N/A,N/A,FALSE,FALSE
Archer Hella EC-D i360,Cyberpunk 2077,"An old, cheap reliable four door sedan.  Tops out at 101 kph.",Vehicle,N/A,E,F,D,F,C,E,F,F,17,D,N/A,N/A,N/A,1hr,TRUE,FALSE
Archer Quartz EC-L r275,Cyberpunk 2077,A two door coupe. Tough and reliable. 162 horsepower,Vehicle,N/A,E,F,D,F,C,E,F,F,17,D,N/A,N/A,N/A,1hr,TRUE,FALSE
